cli_pl_header	cli_pl_body	cli_cont_len	srv_pl_header	srv_pl_body	srv_cont_len	aggregated_sessions	bytes	net_samples	tcp_frag	tcp_pkts	tcp_retr	tcp_ooo	cli_tcp_pkts	cli_tcp_ooo	cli_tcp_retr	cli_tcp_frag	cli_tcp_empty	cli_win_change	cli_win_zero	cli_tcp_full	cli_tcp_tot_bytes	cli_pl_tot	cli_pl_change	srv_tcp_pkts	srv_tcp_ooo	srv_tcp_retr	srv_tcp_frag	srv_tcp_empty	srv_win_change	srv_win_zero	srv_tcp_full	srv_tcp_tot_bytes	srv_pl_tot	srv_pl_change	srv_tcp_win	srv_tx_time	cli_tcp_win	client_latency	application_latency	cli_tx_time	load_time	server_latency	proxy	sp_healthscore	sp_req_duration	sp_is_lat	sp_error	throughput
591	0	0	354	81152	81152	1	173738	1	0	160	58	0	46	0	1	0	44	21	0	0	4114	591	1	114	0	57	0	0	9	0	0	169624	81506	2	165760	190.206	481280	23.651	0.945	0.0	238.453	0.472	0	0	0	0	0	728.60479843
591	0	0	354	81152	81152	1	173738	1	0	160	58	0	46	0	1	0	44	21	0	0	4114	591	1	114	0	57	0	0	9	0	0	169624	81506	2	165760	190.125	481280	23.498	1.635	0.0	238.756	0.817	0	0	0	0	0	727.68014207
591	0	0	354	81152	81152	1	86869	1	0	80	0	0	23	0	0	0	22	20	0	0	2057	591	1	57	0	0	0	0	9	0	0	84812	81506	2	165760	189.956	482304	23.69	0.929	0.0	238.265	0.464	0	0	0	0	0	364.589847439
666	0	0	333	12741	12741	1	15814	1	0	16	1	0	5	0	0	0	4	1	0	0	1028	666	1	11	0	1	0	0	0	0	0	14786	13074	2	1045888	0.226	517888	81.938	0.582	0.0	164.684	0.291	0	0	0	0	0	96.0263292123
666	0	0	333	12741	12741	1	31628	1	0	32	13	0	10	0	1	0	8	2	0	0	2056	666	1	22	0	12	0	0	0	0	0	29572	13074	2	1045888	0.365	522944	81.939	0.575	0.0	164.818	0.287	0	0	0	0	0	191.896516157
666	0	0	333	12741	12741	1	31628	1	0	32	13	0	10	0	1	0	8	2	0	0	2056	666	1	22	0	12	0	0	0	0	0	29572	13074	2	1045888	0.232	522944	81.669	1.245	0.0	164.815	0.622	0	0	0	0	0	191.900009101
639	0	0	435	14381	14381	1	17065	1	0	23	0	0	9	0	0	0	8	6	0	0	1269	639	1	14	0	0	0	3	2	0	10	15796	14816	2	151808	0.802	151808	0.213	933.734	0.0	934.962	19.624	0	0	0	0	0	18.2520786941
628	639	0	435	14381	14381	1	17833	1	0	25	0	11	11	0	0	0	9	7	0	0	2037	1267	2	14	11	0	0	3	3	0	10	15796	14816	2	151808	0.755	151808	0.002	934.585	102.048	1037.392	0.761	0	0	0	0	0	17.190223175
639	0	0	435	15493	14381	1	20264	1	0	23	1	11	9	0	1	0	7	4	0	0	1908	639	1	14	11	0	0	2	1	0	12	18356	17376	1	134400	0.102	134400	0.295	933.792	0.0	934.484	0.609	0	0	0	0	0	21.684694441
657	0	0	435	15740	15740	1	18232	1	0	20	0	0	7	0	0	0	6	4	0	0	1147	657	1	13	0	0	0	1	1	0	11	17085	16175	2	56576	0.767	64128	0.149	957.342	0.0	958.407	19.614	0	0	0	0	0	19.0232333445
640	0	0	435	20220	20220	1	23255	1	0	28	0	0	10	0	0	0	9	7	0	0	1340	640	1	18	0	0	0	3	2	0	14	21915	20655	2	164736	0.66	164736	0.216	964.729	0.0	965.821	19.642	0	0	0	0	0	24.0779606159
640	0	0	435	21285	20220	1	137324	1	0	132	1	88	42	0	1	0	40	18	0	0	4468	640	1	90	88	0	0	2	8	0	86	132856	126556	5	144512	0.308	144512	0.329	964.741	0.0	965.707	0.704	0	0	0	0	0	142.200481098
640	0	0	435	20220	20220	1	101919	1	0	101	0	67	32	1	0	0	31	23	0	0	3020	640	1	69	66	0	0	3	12	0	64	98899	94069	4	164736	0.754	164736	0.014	965.347	0.0	966.129	0.991	0	0	0	0	0	105.492123723
638	0	0	435	20476	20476	1	23649	1	0	30	0	0	12	0	0	0	11	5	0	0	1478	638	1	18	0	0	0	3	3	0	14	22171	20911	2	98560	0.848	98560	0.204	993.296	0.0	994.552	19.788	0	0	0	0	0	23.778545516
638	0	0	435	21285	20476	1	85072	1	0	85	1	54	29	0	1	0	27	9	0	0	3306	638	1	56	54	0	0	2	3	0	52	81766	77846	5	90240	0.317	90240	0.511	992.518	0.0	993.857	0.452	0	0	0	0	0	85.5978274541
632	0	0	435	16908	16908	1	19445	1	0	21	0	0	6	0	0	0	5	2	0	0	1052	632	1	15	0	0	0	3	0	0	11	18393	17343	2	186368	0.688	186368	0.517	1058.673	0.0	1060.395	19.794	0	0	0	0	0	18.3375063066
638	0	0	435	25437	25437	1	28820	1	0	33	0	0	12	0	0	0	11	4	0	0	1478	638	1	21	0	0	0	3	3	0	17	27342	25872	2	64128	0.908	64128	0.025	1055.759	0.0	1056.717	19.881	0	0	0	0	0	27.2731488185
638	0	0	435	25437	25437	1	57640	1	0	66	19	0	24	0	1	0	22	4	0	0	2956	638	1	42	0	18	0	6	3	0	34	54684	25872	2	64128	0.834	64128	0.14	1055.049	0.0	1056.163	19.64	0	0	0	0	0	54.5749093653
638	0	0	435	25437	25437	1	28820	1	0	33	0	0	12	0	0	0	11	4	0	0	1478	638	1	21	0	0	0	3	3	0	17	27342	25872	2	64128	0.822	64128	0.218	1055.042	0.0	1056.3	19.64	0	0	0	0	0	27.2839155543
591	0	0	356	115914	115914	1	127869	1	0	134	2	0	49	0	0	0	48	34	0	0	3775	591	1	85	0	2	0	2	28	0	0	124094	116270	2	58240	397.613	104960	21.959	1.44	0.0	442.971	0.08	0	0	0	0	0	288.662237483
119	76592	79488	490	403	403	1	84060	1	0	92	0	33	58	33	0	0	4	1	0	52	80779	76711	4	34	0	0	0	33	1	0	0	3281	893	1	31104	0.0	31104	133.725	292.015	852.727	1412.192	0.019	0	0	0	0	0	59.5244839229
119	79488	79488	490	403	403	1	174192	1	0	188	57	0	120	0	56	0	8	2	0	108	167630	79607	4	68	0	1	0	66	2	0	0	6562	893	1	31104	0.0	31104	133.722	292.027	852.71	1412.181	0.002	0	0	0	0	0	123.349627279
119	79488	79488	490	403	403	1	174192	1	0	188	57	0	120	0	56	0	8	2	0	108	167630	79607	4	68	0	1	0	66	2	0	0	6562	893	1	31104	0.0	31104	133.555	292.414	852.935	1412.459	0.059	0	0	0	0	0	123.325349621
591	0	0	356	115914	115914	1	255746	1	0	268	86	0	98	0	1	0	96	36	0	0	7550	591	1	170	0	85	0	4	29	0	0	248196	116270	2	58240	397.654	102400	21.923	1.421	0.0	442.921	0.083	0	0	0	0	0	577.407709275
591	0	0	356	115914	115914	1	255746	1	0	268	86	0	98	0	1	0	96	40	0	0	7550	591	1	170	0	85	0	4	29	0	0	248196	116270	2	56832	397.482	102400	21.846	2.085	0.0	443.259	0.29	0	0	0	0	0	576.967416341
536	0	0	457	35086	0	1	38749	1	0	47	0	0	17	0	0	0	16	7	0	0	1556	536	1	30	0	0	0	4	3	0	22	37193	35543	8	2102400	11.986	65700	0.154	243.02	0.0	255.314	0.044	0	0	0	0	0	151.769977361
536	0	0	457	35086	0	1	77874	1	0	94	27	0	34	0	1	0	32	8	0	0	3248	536	1	60	0	26	0	8	5	0	44	74626	35543	8	2102400	11.808	65700	0.01	243.815	0.0	255.643	0.236	0	0	0	0	0	304.620114769
536	0	0	457	35086	0	1	38937	1	0	47	0	0	17	0	0	0	16	7	0	0	1624	536	1	30	0	0	0	4	2	0	22	37313	35543	8	2102400	12.027	65700	0.102	243.045	0.0	255.276	0.046	0	0	0	0	0	152.529027406
667	0	0	336	173085	173085	1	186968	1	0	184	0	0	55	0	0	0	54	7	0	0	4517	667	1	129	0	0	0	0	4	0	0	182451	173421	2	1045888	543.085	522944	52.486	2.196	0.0	650.253	1.098	0	0	0	0	0	287.531160948
667	0	0	336	173085	173085	1	374076	1	0	370	130	0	112	0	1	0	110	7	0	0	9174	667	1	258	0	129	0	0	2	0	0	364902	173421	2	1045888	542.55	522944	52.352	3.298	0.0	650.552	1.649	0	0	0	0	0	575.013219543
667	0	0	336	173085	173085	1	362732	1	0	362	122	0	112	0	1	0	110	7	0	0	9174	667	1	250	0	121	0	0	2	0	0	353558	173421	2	1045888	543.077	522944	52.477	2.232	0.0	650.263	1.116	0	0	0	0	0	557.823526788
1708	1128	1128	661	25200	0	1	30641	1	0	33	0	0	12	0	0	0	9	0	0	1	3550	2836	3	21	0	0	0	2	0	0	17	27091	25861	4	1051136	4551.989	1051136	0.028	1734.712	0.361	6287.118	0.47	0	0	0	0	0	4.87361617835
1708	1128	1128	661	25200	0	1	30545	1	0	33	0	0	12	0	0	0	9	0	0	1	3538	2836	3	21	0	0	0	2	0	0	17	27007	25861	4	1051136	4552.024	1051136	0.171	1733.946	0.322	6286.634	0.078	0	0	0	0	0	4.85872089897
1708	1128	1128	661	25200	0	1	61354	1	0	66	22	0	24	0	3	0	18	0	0	2	7172	2836	3	42	0	19	0	4	0	0	34	54182	25861	4	1051136	4552.09	1051136	0.003	1734.698	0.357	6287.151	0.462	0	0	0	0	0	9.75863312333
1708	1128	1128	661	25200	0	1	30677	1	0	33	0	0	12	0	0	0	9	0	0	1	3586	2836	3	21	0	0	0	2	0	0	17	27091	25861	4	1051136	4552.032	1051136	0.096	1733.918	0.302	6286.444	0.015	0	0	0	0	0	4.87986531018
1094	1128	1128	679	25179	25179	1	34272	1	0	37	0	0	12	0	0	0	8	2	0	0	3568	2356	2	25	0	0	0	3	2	0	19	30704	1460	1	2097920	1.283	2097920	0.152	6302.65	0.074	6304.311	0.032	0	0	0	0	0	5.43628003124
1094	1128	1128	679	25179	25179	1	34132	1	0	37	0	0	12	0	0	0	8	2	0	0	3520	2356	2	25	0	0	0	3	2	0	19	30612	1460	1	2097920	1.204	2097920	0.024	6303.546	0.03	6304.828	0.263	0	0	0	0	0	5.41362904745
1094	1128	1128	679	25179	25179	1	68560	1	0	74	26	0	24	0	4	0	16	4	0	0	7136	2356	2	50	0	22	0	6	3	0	38	61424	1460	1	2097920	1.139	2096640	0.128	6302.743	0.16	6304.298	0.003	0	0	0	0	0	10.8751204337
1094	1128	1128	679	25179	25179	1	34280	1	0	37	0	0	12	0	0	0	8	2	0	0	3568	2356	2	25	0	0	0	3	2	0	19	30712	1460	1	2097920	1.182	2097920	0.017	6303.531	0.048	6304.795	0.241	0	0	0	0	0	5.43713158001
782	0	0	662	22126	22126	1	25348	1	0	26	0	0	9	0	0	0	8	1	0	0	1428	858	1	17	0	0	0	1	1	0	15	23920	1460	1	2097920	1.057	2097920	0.296	36.685	0.0	38.334	9.502	0	0	0	0	0	661.240674075
1091	0	0	652	9361	9361	1	12072	1	0	16	0	0	7	0	0	0	6	0	0	0	1519	1091	1	9	0	0	0	2	0	0	6	10553	10013	2	1051136	1.083	1051136	0.034	15.25	0.0	16.401	0.315	0	0	0	0	0	736.052679715
1091	0	0	652	9361	9361	1	13401	1	0	18	1	0	8	0	0	0	7	1	0	0	1577	1091	1	10	0	1	0	2	0	0	6	11824	10013	2	1051136	0.8	1049856	0.287	14.195	0.0	15.569	0.052	0	0	0	0	0	860.748924144
1115	0	0	651	7547	7547	1	10163	1	0	14	0	0	6	0	0	0	5	0	0	0	1483	1115	1	8	0	0	0	2	0	0	5	8680	8198	2	1051136	0.931	1051136	0.03	12.501	0.0	13.492	0.536	0	0	0	0	0	753.261191817
1115	0	0	651	7547	7547	1	10123	1	0	14	0	0	6	0	0	0	5	0	0	0	1475	1115	1	8	0	0	0	2	0	0	5	8648	8198	2	1051136	0.845	1051136	0.248	11.51	0.0	12.851	0.203	0	0	0	0	0	787.720799938
787	0	0	674	7547	7547	1	10624	1	0	18	0	0	8	0	0	0	5	2	0	0	1585	858	1	10	0	0	0	3	2	0	5	9039	1460	1	262144	0.0	262144	0.443	17.253	0.0	18.139	0.038	0	0	0	0	0	585.699321903
1105	0	0	639	22126	22126	1	25328	1	0	26	0	0	9	0	0	0	8	0	0	0	1639	1105	1	17	0	0	0	1	0	0	15	23689	22765	2	1051136	1.601	1051136	0.614	32.072	0.0	34.901	8.926	0	0	0	0	0	725.709865047
1105	0	0	639	22126	22126	1	25400	1	0	26	0	0	9	0	0	0	8	0	0	0	1643	1105	1	17	0	0	0	1	0	0	15	23757	22765	2	1051136	1.821	1051136	0.03	32.85	0.0	34.731	9.153	0	0	0	0	0	731.335118482
775	0	0	675	9361	9361	1	13932	1	0	22	1	0	10	0	0	0	7	3	0	0	1663	842	1	12	0	1	0	3	2	0	6	12269	1460	1	262144	0.0	260608	0.024	20.372	0.0	20.42	0.595	0	0	0	0	0	682.272282076
775	0	0	675	9361	9361	1	14012	1	0	22	1	0	10	0	0	0	7	3	0	0	1703	842	1	12	0	1	0	3	2	0	6	12309	1460	1	262144	0.0	260608	0.173	19.858	0.0	20.204	0.035	0	0	0	0	0	693.526034449
787	0	0	674	7547	7547	1	10560	1	0	18	0	0	8	0	0	0	5	2	0	0	1553	858	1	10	0	0	0	3	2	0	5	9007	1460	1	262144	0.0	262144	0.011	18.044	0.0	18.066	0.639	0	0	0	0	0	584.523414148
772	0	0	613	695	695	1	3870	1	0	5	1	0	3	0	0	0	2	1	0	0	1022	842	1	2	0	1	0	0	0	0	0	2848	1370	1	262144	0.0	260608	11.232	3.545	0.0	26.009	1.772	0	0	0	0	0	148.794648006
772	0	0	613	695	695	1	3890	1	0	5	1	0	3	0	0	0	2	1	0	0	1034	842	1	2	0	1	0	0	0	0	0	2856	1370	1	262144	0.0	260608	11.405	2.887	0.0	25.697	1.443	0	0	0	0	0	151.379538468
1115	0	0	651	7547	7547	1	20358	1	0	28	7	0	12	0	1	0	10	1	0	0	2998	1115	1	16	0	6	0	4	1	0	10	17360	8198	2	1051136	0.906	1051136	0.02	12.542	0.0	13.488	0.534	0	0	0	0	0	1509.34163701
1085	0	0	590	695	695	1	2550	1	0	3	0	0	2	0	0	0	1	0	0	0	1207	1085	1	1	0	0	0	0	0	0	0	1343	1285	1	1051136	0.0	1051136	3.772	1.275	0.0	8.819	0.637	0	0	0	0	0	289.148429527
1105	0	0	639	22126	22126	1	25432	1	0	26	0	0	9	0	0	0	8	0	0	0	1675	1105	1	17	0	0	0	1	0	0	15	23757	22765	2	1051136	1.668	1051136	0.621	32.104	0.0	35.014	8.929	0	0	0	0	0	726.338036214
1115	0	0	651	7547	7547	1	10179	1	0	14	0	0	6	0	0	0	5	0	0	0	1499	1115	1	8	0	0	0	2	0	0	5	8680	8198	2	1051136	0.969	1051136	0.235	11.558	0.0	12.997	0.209	0	0	0	0	0	783.180734016
1085	0	0	590	695	695	1	5100	1	0	6	2	0	4	0	1	0	2	1	0	0	2414	1085	1	2	0	1	0	0	0	0	0	2686	1285	1	1051136	0.0	1049856	3.574	1.847	0.0	8.995	0.923	0	0	0	0	0	566.981656476
772	0	0	613	695	695	1	7780	1	0	10	4	0	6	0	1	0	4	2	1	0	2068	842	1	4	0	3	0	0	0	0	0	5712	1370	1	262144	0.0	0	11.478	2.906	0.0	25.862	1.453	0	0	0	0	0	300.827468873
1105	0	0	639	22126	22126	1	50864	1	0	52	17	0	18	0	1	0	16	0	0	0	3350	1105	1	34	0	16	0	2	0	0	30	47514	22765	2	1051136	1.813	1051136	0.018	32.963	0.0	34.812	9.145	0	0	0	0	0	1461.10536597
782	0	0	662	22126	22126	1	50704	1	0	52	17	0	18	0	1	0	16	1	0	0	2856	858	1	34	0	16	0	2	1	0	30	47848	1460	1	2097920	1.008	2097920	0.272	36.819	0.0	38.371	9.519	0	0	0	0	0	1321.41460999
1091	0	0	652	9361	9361	1	24184	1	0	32	8	0	14	0	1	0	12	2	0	0	3078	1091	1	18	0	7	0	4	1	0	12	21106	10013	2	1051136	1.171	1049856	0.006	15.257	0.0	16.44	0.324	0	0	0	0	0	1471.04622871
787	0	0	674	7547	7547	1	10632	1	0	18	0	0	8	0	0	0	5	2	0	0	1585	858	1	10	0	0	0	3	2	0	5	9047	1460	1	262144	0.0	262144	0.069	18.159	0.0	18.297	0.637	0	0	0	0	0	581.078865388
787	0	0	674	7547	7547	1	21264	1	0	36	10	0	16	0	3	0	10	3	0	0	3170	858	1	20	0	7	0	6	3	0	10	18094	1460	1	262144	0.0	262144	0.449	17.333	0.0	18.231	0.043	0	0	0	0	0	1166.36498272
782	0	0	662	22126	22126	1	25352	1	0	26	0	0	9	0	0	0	8	1	0	0	1428	858	1	17	0	0	0	1	1	0	15	23924	1460	1	2097920	0.971	2097920	0.002	37.636	0.0	38.611	9.71	0	0	0	0	0	656.600450649
1085	0	0	590	695	695	1	2538	1	0	3	0	0	2	0	0	0	1	0	0	0	1199	1085	1	1	0	0	0	0	0	0	0	1339	1285	1	1051136	0.0	1051136	3.781	1.269	0.0	8.831	0.634	0	0	0	0	0	287.396670819
1085	0	0	590	695	695	1	2546	1	0	3	0	0	2	0	0	0	1	0	0	0	1203	1085	1	1	0	0	0	0	0	0	0	1343	1285	1	1051136	0.0	1051136	3.57	1.861	0.0	9.001	0.93	0	0	0	0	0	282.857460282
1091	0	0	652	9361	9361	1	13473	1	0	18	1	0	8	0	0	0	7	1	0	0	1609	1091	1	10	0	1	0	2	0	0	6	11864	10013	2	1051136	0.872	1049856	0.235	14.217	0.0	15.559	0.067	0	0	0	0	0	865.929686998
772	0	0	613	695	695	1	3890	1	0	5	1	0	3	0	0	0	2	1	0	0	1034	842	1	2	0	1	0	0	0	0	0	2856	1370	1	262144	0.0	260608	11.218	3.582	0.0	26.018	1.791	0	0	0	0	0	149.511876393
1095	0	0	652	20120	20120	1	23463	1	0	28	0	0	11	0	0	0	10	0	0	0	1755	1095	1	17	0	0	0	2	0	0	14	21708	20772	2	1051136	2.1	1051136	0.317	26.985	0.0	29.719	0.038	0	0	0	0	0	789.4949359
1079	0	0	592	6973	6973	1	9306	1	0	11	0	0	4	0	0	0	3	0	0	0	1329	1079	1	7	0	0	0	1	0	0	5	7977	7565	2	1051136	0.061	1051136	0.379	11.94	0.0	12.759	4.155	0	0	0	0	0	729.36750529
1079	0	0	592	6973	6973	1	9262	1	0	11	0	0	4	0	0	0	3	0	0	0	1313	1079	1	7	0	0	0	1	0	0	5	7949	7565	2	1051136	0.02	1051136	0.411	11.914	0.0	12.756	4.149	0	0	0	0	0	726.089683286
769	0	0	615	6973	6973	1	9222	1	0	12	0	0	5	0	0	0	4	0	0	0	1156	842	1	7	0	0	0	1	0	0	5	8066	1460	1	2097920	0.0	2097920	0.347	13.87	0.0	14.564	4.569	0	0	0	0	0	633.205163417
777	0	0	675	20120	20120	1	24576	1	0	34	1	0	14	0	0	0	11	3	0	0	1903	842	1	20	0	1	0	3	2	0	14	22673	1460	1	262144	0.325	261632	0.028	35.456	0.0	35.837	0.554	0	0	0	0	0	685.771688478
1079	0	0	592	6973	6973	1	9294	1	0	11	0	0	4	0	0	0	3	0	0	0	1317	1079	1	7	0	0	0	1	0	0	5	7977	7565	2	1051136	0.07	1051136	0.015	12.679	0.0	12.779	4.437	0	0	0	0	0	727.286955161
1095	0	0	652	18660	20120	1	22021	1	0	27	0	13	11	0	0	0	10	0	0	0	1763	1095	1	16	13	0	0	2	0	0	13	20258	19312	2	1051136	2.261	1051136	0.05	27.67	0.0	30.031	0.503	0	0	0	0	0	733.275615198
1095	0	0	652	20120	20120	1	47150	1	0	56	16	0	22	0	1	0	20	2	0	0	3598	1095	1	34	0	15	0	4	1	0	28	43552	20772	2	1051136	2.3	1050624	0.002	27.601	0.0	29.905	0.513	0	0	0	0	0	1576.6594215
1095	0	0	652	20120	20120	1	23575	1	0	28	0	0	11	0	0	0	10	0	0	0	1799	1095	1	17	0	0	0	2	0	0	14	21776	20772	2	1051136	2.127	1051136	0.346	27.008	0.0	29.827	0.043	0	0	0	0	0	790.391256244
777	0	0	675	20120	20120	1	24704	1	0	34	1	0	14	0	0	0	11	3	0	0	1959	842	1	20	0	1	0	3	2	0	14	22745	1460	1	262144	0.523	261632	0.18	34.846	0.0	35.729	0.033	0	0	0	0	0	691.427132022
777	0	0	675	20120	20120	1	49424	1	0	68	21	0	28	0	3	0	22	5	1	0	3918	842	1	40	0	18	0	6	3	0	28	45506	1460	1	262144	0.433	0	0.113	35.064	0.0	35.723	0.037	0	0	0	0	0	1383.5344176
1087	0	0	652	33002	33002	1	37063	1	0	41	0	0	15	0	0	0	14	0	0	0	1987	1087	1	26	0	0	0	2	0	0	23	35076	33654	2	1051136	2.102	1051136	0.314	43.77	0.0	46.5	0.079	0	0	0	0	0	797.053763441
1087	0	0	652	33002	33002	1	37175	1	0	41	0	0	15	0	0	0	14	0	0	0	1995	1087	1	26	0	0	0	2	0	0	23	35180	33654	2	1051136	3.23	1051136	0.017	44.852	0.0	48.116	0.322	0	0	0	0	0	772.612020949
769	0	0	615	6973	6973	1	9226	1	0	12	0	0	5	0	0	0	4	0	0	0	1156	842	1	7	0	0	0	1	0	0	5	8070	1460	1	2097920	0.0	2097920	0.083	14.58	0.0	14.746	4.813	0	0	0	0	0	625.661196257
769	0	0	615	6973	6973	1	18452	1	0	24	7	0	10	0	1	0	8	1	1	0	2312	842	1	14	0	6	0	2	0	0	10	16140	1460	1	2097920	0.0	0	0.314	13.978	0.0	14.606	4.596	0	0	0	0	0	1263.3164453
777	0	0	675	20120	20120	1	24712	1	0	34	1	0	14	0	0	0	11	3	0	0	1959	842	1	20	0	1	0	3	2	0	14	22753	1460	1	262144	0.198	261632	0.008	35.625	0.0	35.839	0.563	0	0	0	0	0	689.528167639
1079	0	0	592	6973	6973	1	18612	1	0	22	7	0	8	0	1	0	6	0	0	0	2658	1079	1	14	0	6	0	2	0	0	10	15954	7565	2	1051136	0.178	1051136	0.088	12.67	0.0	13.024	4.444	0	0	0	0	0	1429.05405405
1087	0	0	652	33002	33002	1	37227	1	0	41	0	0	15	0	0	0	14	0	0	0	2047	1087	1	26	0	0	0	2	0	0	23	35180	33654	2	1051136	2.262	1051136	0.316	43.794	0.0	46.688	0.084	0	0	0	0	0	797.35692255
1087	0	0	652	33002	33002	1	74454	1	0	82	25	0	30	0	1	0	28	1	0	0	4094	1087	1	52	0	24	0	4	1	0	46	70360	33654	2	1051136	3.137	1051136	0.001	44.898	0.0	48.037	0.319	0	0	0	0	0	1549.93026209
773	0	0	675	33002	33002	1	37832	1	0	45	0	0	17	0	0	0	14	2	0	0	2145	842	1	28	0	0	0	3	2	0	23	35687	1460	1	262144	0.792	262144	0.319	52.041	0.0	53.471	0.053	0	0	0	0	0	707.523704438
1073	0	0	658	277111	0	1	349012	1	0	366	35	0	135	0	1	0	133	0	0	0	10444	1073	1	231	0	34	0	3	0	0	222	338568	277769	10	1051136	190.289	1051136	0.125	59.024	0.0	249.563	0.067	0	0	0	0	0	1398.492565
1073	0	0	658	277111	0	1	350476	1	0	366	35	0	135	0	1	0	133	0	0	0	10984	1073	1	231	0	34	0	3	0	0	222	339492	277769	10	1051136	190.356	1051136	0.133	59.05	0.0	249.672	0.071	0	0	0	0	0	1403.74571438
1073	0	0	658	266924	0	1	291303	1	0	358	1	203	135	0	1	0	133	0	0	0	10592	1073	1	223	203	0	0	3	0	0	182	280711	267582	12	1051136	191.793	1051136	0.023	59.782	0.0	251.621	0.339	0	0	0	0	0	1157.70543794
1073	0	0	658	277177	0	1	607678	1	0	732	199	0	270	0	3	0	266	1	0	0	21968	1073	1	462	0	196	0	6	1	0	380	585710	277835	11	1051136	191.78	1051136	0.005	59.742	0.0	251.532	0.396	0	0	0	0	0	2415.90731994
766	0	0	681	277084	0	1	298291	1	0	297	1	0	101	0	0	0	98	2	0	0	7527	842	1	196	0	1	0	2	2	0	191	290764	1460	1	262144	10.716	262144	0.145	291.858	0.0	302.864	0.034	0	0	0	0	0	984.900813566
593	0	0	331	1859	1859	1	3021	1	0	4	0	0	2	0	0	0	1	0	0	0	715	593	1	2	0	0	0	0	0	0	0	2306	2190	2	51200	0.004	102400	22.271	0.691	0.0	45.237	0.345	0	0	0	0	0	66.7816168181
593	0	0	331	1859	1859	1	6042	1	0	8	3	0	4	0	1	0	2	1	0	0	1430	593	1	4	0	2	0	0	0	0	0	4612	2190	2	51200	0.008	100352	22.228	0.773	0.0	45.237	0.386	0	0	0	0	0	133.563233636
593	0	0	331	1859	1859	1	6042	1	0	8	3	0	4	0	1	0	2	1	0	0	1430	593	1	4	0	2	0	0	0	0	0	4612	2190	2	51200	0.059	100352	22.073	1.318	0.0	45.523	0.659	0	0	0	0	0	132.724117479
593	0	0	332	9402	9402	1	11047	1	0	12	0	0	5	0	0	0	4	0	0	0	907	593	1	7	0	0	0	0	0	0	0	10140	9734	2	8192	0.027	16384	25.17	0.685	0.0	51.052	0.342	0	0	0	0	0	216.387213038
593	0	0	332	9402	9402	1	22094	1	0	24	8	0	10	0	1	0	8	1	0	0	1814	593	1	14	0	7	0	0	0	0	0	20280	9734	2	8192	0.114	57600	25.006	1.328	0.0	51.454	0.664	0	0	0	0	0	429.393244451
593	0	0	332	9402	9402	1	22094	1	0	24	8	0	10	0	1	0	8	1	0	0	1814	593	1	14	0	7	0	0	0	0	0	20280	9734	2	8192	0.095	57600	25.141	0.683	0.0	51.06	0.341	0	0	0	0	0	432.706619663
909	1212	1212	771	996	0	1	5366	1	0	15	0	0	8	0	0	0	6	6	0	0	2820	2260	2	7	0	0	0	2	0	0	1	2546	1702	3	1048576	0.802	131072	15.679	20.675	0.28	53.115	0.06	0	0	0	0	0	101.026075497
1133	0	0	611	5857	5857	1	8263	1	0	11	0	0	5	0	0	0	4	1	0	0	1441	1133	1	6	0	0	0	0	1	0	4	6822	6469	3	1051136	18.095	1051136	0.034	5.552	0.0	23.715	0.315	0	0	0	0	0	348.429264179
796	0	0	634	5857	5857	1	8854	1	0	12	1	0	5	0	0	0	4	1	0	0	1178	858	1	7	0	1	0	1	0	0	4	7676	1460	1	262144	0.0	261376	0.238	25.218	0.0	25.694	11.69	0	0	0	0	0	344.594068654
1133	0	0	611	5857	5857	1	8105	1	0	9	0	0	4	0	0	0	3	1	0	0	1367	1133	1	5	0	0	0	0	1	0	4	6738	6468	2	1051136	18.155	1051136	0.198	4.853	0.0	23.404	2.426	0	0	0	0	0	346.308323364
1133	0	0	611	5857	5857	1	8141	1	0	9	0	0	4	0	0	0	3	1	0	0	1383	1133	1	5	0	0	0	0	1	0	4	6758	6468	2	1051136	18.225	1051136	0.16	4.876	0.0	23.421	2.438	0	0	0	0	0	347.594039537
1133	0	0	611	5857	5857	1	16550	1	0	22	6	0	10	0	1	0	8	1	0	0	2906	1133	1	12	0	5	0	0	1	0	8	13644	6470	3	1051136	18.128	1051136	0.006	5.545	0.0	23.685	0.324	0	0	0	0	0	698.754485962
591	0	0	353	61449	61449	1	66353	1	0	66	0	0	23	0	0	0	22	16	0	0	2057	591	1	43	0	0	0	0	12	0	0	64296	61802	2	46720	192.686	81920	22.947	0.664	0.0	239.244	0.332	0	0	0	0	0	277.344468409
591	0	0	353	61449	61449	1	132706	1	0	132	44	0	46	0	1	0	44	17	0	0	4114	591	1	86	0	43	0	0	12	0	0	128592	61802	2	46720	192.717	80640	22.917	0.648	0.0	239.199	0.324	0	0	0	0	0	554.79328927
591	0	0	353	61449	61449	1	132706	1	0	132	44	0	46	0	1	0	44	17	0	0	4114	591	1	86	0	43	0	0	12	0	0	128592	61802	2	45312	192.575	80640	22.68	1.247	0.0	239.182	0.623	0	0	0	0	0	554.832721526
639	0	0	435	16732	16732	1	19206	1	0	20	0	0	6	0	0	0	5	3	0	0	1059	639	1	14	0	0	0	2	2	0	11	18147	17167	2	64128	0.917	64128	0.33	1402.426	0.0	1404.003	0.066	0	0	0	0	0	13.6794579499
